Name,Age,Gender,Address,Loan Access,CRM/ATM Access,Mobile Banking Access,Profession,Disability
Tsion Teshome,56,Female,"Kebele 28, Woreda 5, Mekelle",Michu,Yes,No,Merchant,No
Adanech Kebede,22,Female,"Kebele 5, Woreda 2, Dessie",Conventional Loan,Yes,No,Merchant,No
Amare Mitiku,39,Male,"Kebele 15, Woreda 4, Hawassa",Michu,No,No,Student,No
Wubit Geremew,61,Female,"Kebele 15, Woreda 10, Sodo",Kiya,No,No,Farmer,No
Lulit Abebe,68,Female,"Kebele 17, Woreda 4, Debre Berhan",Kiya,Yes,Yes,Merchant,Yes
Kassahun Binyam,35,Male,"Kebele 1, Woreda 4, Bahir Dar",Michu,No,No,Farmer,Yes
Berhanu Yohannes,40,Male,"Kebele 19, Woreda 3, Debre Markos",Conventional Loan,No,No,Merchant,Yes
Abraham Hussen,27,Male,"Kebele 8, Woreda 7, Shashemene",Conventional Loan,Yes,Yes,Student,Yes
Asnake Mitiku,53,Male,"Kebele 14, Woreda 4, Adama",Conventional Loan,Yes,Yes,Health Worker,Yes
Mesfin Andargachew,29,Male,"Kebele 15, Woreda 1, Asosa",Conventional Loan,No,Yes,Farmer,No
Nega Nega,29,Male,"Kebele 30, Woreda 2, Hosaena",Conventional Loan,No,Yes,Farmer,Yes
Selam Dagnachew,68,Female,"Kebele 23, Woreda 2, Gondar",Michu,No,No,Teacher,No
Gennet Eshetu,31,Female,"Kebele 24, Woreda 6, Jijiga",Conventional Loan,Yes,No,Employed,No
Gizachew Yilma,43,Male,"Kebele 28, Woreda 7, Jimma",Michu,Yes,Yes,Teacher,No
Yordanos Legesse,42,Female,"Kebele 12, Woreda 2, Gondar",Kiya,No,No,Teacher,No
Tadesse Getahun,27,Male,"Kebele 11, Woreda 3, Arba Minch",Michu,No,Yes,Merchant,Yes
Melaku Sisay,68,Male,"Kebele 21, Woreda 7, Dessie",Conventional Loan,Yes,No,Student,No
Hailu Mesfin,42,Male,"Kebele 7, Woreda 1, Gambela",Michu,No,No,Employed,Yes
Desalegn Teshome,51,Male,"Kebele 24, Woreda 2, Asosa",Michu,Yes,Yes,Teacher,No
Helina Tilahun,23,Female,"Kebele 22, Woreda 3, Mekelle",Kiya,Yes,No,Farmer,No
Nega Zewdu,43,Male,"Kebele 19, Woreda 8, Hosaena",Conventional Loan,No,No,Student,Yes
Yohannes Tadese,52,Male,"Kebele 3, Woreda 3, Mekelle",Conventional Loan,Yes,Yes,Farmer,No
Demeke Kebede,49,Male,"Kebele 27, Woreda 3, Dire Dawa",Michu,Yes,No,Employed,Yes
Dawit Bereket,55,Male,"Kebele 25, Woreda 3, Jijiga",Conventional Loan,Yes,No,Farmer,Yes
Zewditu Redae,56,Female,"Kebele 4, Woreda 4, Arba Minch",Michu,No,Yes,Merchant,No
Getahun Habtemariam,47,Male,"Kebele 30, Woreda 9, Jijiga",Conventional Loan,No,No,Student,Yes
Leul Yesuf,57,Male,"Kebele 16, Woreda 8, Nekemte",Conventional Loan,Yes,Yes,Employed,No
Mulugeta Birhanu,52,Male,"Kebele 24, Woreda 2, Mekelle",Michu,No,No,Farmer,No
Habtamu Henok,39,Male,"Kebele 14, Woreda 3, Hosaena",Michu,Yes,Yes,Employed,Yes
Bekele Sintayehu,32,Male,"Kebele 26, Woreda 7, Shashemene",Conventional Loan,No,Yes,Farmer,No
Girma Hussen,69,Male,"Kebele 30, Woreda 3, Gambela",Conventional Loan,Yes,Yes,Health Worker,Yes
Kidist Tesfu,35,Female,"Kebele 18, Woreda 1, Debre Markos",Conventional Loan,Yes,No,Health Worker,No
Tadesse Legesse,21,Male,"Kebele 13, Woreda 1, Gondar",Michu,Yes,No,Teacher,Yes
Hailemariam Moges,53,Male,"Kebele 22, Woreda 2, Debre Berhan",Conventional Loan,No,Yes,Employed,Yes
Kibrom Kidist,60,Male,"Kebele 11, Woreda 10, Sodo",Conventional Loan,No,No,Health Worker,Yes
Kidist Mekuria,48,Female,"Kebele 24, Woreda 2, Adama",Kiya,No,No,Teacher,No
Binyam Berhanu,64,Male,"Kebele 12, Woreda 1, Arba Minch",Michu,Yes,Yes,Employed,No
Daniel Wondimu,22,Male,"Kebele 28, Woreda 3, Debre Markos",Michu,Yes,No,Student,Yes
Mitiku Worku,24,Male,"Kebele 6, Woreda 7, Sodo",Michu,No,No,Farmer,Yes
Genet Worku,23,Female,"Kebele 22, Woreda 3, Jimma",Kiya,Yes,Yes,Employed,No
Ayantu Yesuf,44,Female,"Kebele 13, Woreda 1, Dire Dawa",Michu,No,Yes,Employed,No
Andargachew Abiyot,28,Male,"Kebele 16, Woreda 8, Dessie",Michu,No,Yes,Teacher,No
Misrak Mitiku,31,Female,"Kebele 28, Woreda 7, Hosaena",Kiya,Yes,No,Health Worker,Yes
Zeleke Tamrat,69,Male,"Kebele 19, Woreda 5, Dilla",Conventional Loan,Yes,No,Farmer,No
Hirut Misgana,45,Female,"Kebele 2, Woreda 4, Shashemene",Conventional Loan,Yes,No,Merchant,No
Bethelhem Negusu,62,Female,"Kebele 20, Woreda 6, Dilla",Michu,No,No,Teacher,No
Hewan Hussen,51,Female,"Kebele 15, Woreda 7, Mekelle",Michu,No,Yes,Health Worker,No
Hewan Hussen,47,Female,"Kebele 30, Woreda 5, Bahir Dar",Michu,No,No,Teacher,Yes
Redae Tadese,56,Male,"Kebele 8, Woreda 8, Bahir Dar",Conventional Loan,Yes,Yes,Employed,No
Banchi Kassahun,52,Female,"Kebele 6, Woreda 8, Bahir Dar",Kiya,No,No,Farmer,Yes
Desalegn Tadesse,42,Male,"Kebele 14, Woreda 8, Hosaena",Michu,Yes,No,Student,No
Gete Tamrat,41,Female,"Kebele 16, Woreda 9, Jimma",Michu,No,No,Employed,No
Sintayehu Samuel,22,Male,"Kebele 30, Woreda 7, Dessie",Conventional Loan,Yes,No,Farmer,No
Zerihun Leul,52,Male,"Kebele 29, Woreda 10, Shashemene",Conventional Loan,No,Yes,Teacher,No
Hirut Melaku,44,Female,"Kebele 28, Woreda 7, Debre Berhan",Kiya,Yes,Yes,Employed,Yes
Mamo Yohannes,58,Male,"Kebele 23, Woreda 5, Asosa",Conventional Loan,Yes,Yes,Teacher,No
Yemane Gebeyehu,50,Male,"Kebele 7, Woreda 7, Harar",Conventional Loan,No,Yes,Teacher,No
Teshome Yonas,30,Male,"Kebele 11, Woreda 8, Arba Minch",Michu,Yes,Yes,Farmer,Yes
Ayenalem Chalachew,25,Female,"Kebele 2, Woreda 5, Harar",Conventional Loan,No,No,Health Worker,No
Helina Kebede,35,Female,"Kebele 30, Woreda 1, Shashemene",Conventional Loan,No,Yes,Health Worker,No
Mulugeta Yared,47,Male,"Kebele 2, Woreda 10, Hawassa",Michu,Yes,Yes,Teacher,Yes
Dawit Kassaye,29,Male,"Kebele 7, Woreda 7, Hawassa",Conventional Loan,Yes,Yes,Teacher,Yes
Yeshi Tamrat,54,Female,"Kebele 4, Woreda 6, Dire Dawa",Michu,Yes,Yes,Student,Yes
Asnake Ermias,50,Male,"Kebele 21, Woreda 2, Debre Markos",Michu,Yes,Yes,Merchant,Yes
Sara Misgana,28,Female,"Kebele 14, Woreda 7, Mekelle",Conventional Loan,Yes,Yes,Farmer,Yes
Senait Melaku,18,Female,"Kebele 30, Woreda 2, Debre Berhan",Conventional Loan,No,No,Teacher,Yes
Sossina Kebede,22,Female,"Kebele 11, Woreda 2, Shashemene",Michu,Yes,No,Student,Yes
Hana Yared,61,Female,"Kebele 28, Woreda 7, Gambela",Conventional Loan,Yes,Yes,Farmer,No
Rahel Chalachew,25,Female,"Kebele 11, Woreda 6, Gondar",Conventional Loan,Yes,No,Teacher,Yes
Mitiku Tsegaye,21,Male,"Kebele 11, Woreda 8, Arba Minch",Conventional Loan,Yes,Yes,Farmer,Yes
Mekonnen Andargachew,41,Male,"Kebele 8, Woreda 2, Asosa",Conventional Loan,No,Yes,Merchant,Yes
Hana Redae,62,Female,"Kebele 8, Woreda 7, Bahir Dar",Conventional Loan,No,No,Employed,Yes
Selam Selamawit,21,Female,"Kebele 7, Woreda 2, Arba Minch",Michu,Yes,Yes,Teacher,Yes
Marta Wondimu,45,Female,"Kebele 22, Woreda 9, Bahir Dar",Michu,Yes,No,Merchant,No
Eyob Yohannes,49,Male,"Kebele 6, Woreda 2, Debre Berhan",Michu,Yes,Yes,Teacher,Yes
Tadesse Mesfin,31,Male,"Kebele 8, Woreda 4, Gambela",Michu,No,No,Student,No
Rediet Binyam,34,Female,"Kebele 17, Woreda 1, Nekemte",Conventional Loan,Yes,Yes,Farmer,No
Tsegaye Adamu,55,Male,"Kebele 13, Woreda 3, Debre Markos",Conventional Loan,No,No,Teacher,No
Helina Getahun,33,Female,"Kebele 30, Woreda 1, Nekemte",Michu,No,Yes,Student,No
Tadesse Kibrom,64,Male,"Kebele 17, Woreda 8, Nekemte",Conventional Loan,Yes,Yes,Employed,Yes
Adel Tilahun,63,Female,"Kebele 28, Woreda 1, Shashemene",Conventional Loan,Yes,Yes,Merchant,No
Getachew Tamrat,19,Male,"Kebele 16, Woreda 5, Hawassa",Michu,Yes,Yes,Merchant,Yes
Ayenalem Dagnachew,31,Female,"Kebele 19, Woreda 3, Bahir Dar",Kiya,No,No,Student,No
Tigist Wondimu,67,Female,"Kebele 17, Woreda 9, Harar",Michu,No,Yes,Employed,No
Rahel Ermias,22,Female,"Kebele 9, Woreda 2, Hawassa",Kiya,Yes,Yes,Student,Yes
Zemzem Gebru,60,Female,"Kebele 22, Woreda 3, Debre Markos",Kiya,No,Yes,Employed,Yes
Sossina Moges,69,Female,"Kebele 17, Woreda 8, Mekelle",Michu,No,Yes,Student,Yes
Ruth Samuel,43,Female,"Kebele 4, Woreda 4, Dire Dawa",Kiya,Yes,Yes,Student,Yes
Zinash Ermias,23,Female,"Kebele 30, Woreda 1, Gambela",Kiya,Yes,No,Merchant,Yes
Eden Eshetu,59,Female,"Kebele 20, Woreda 8, Gondar",Michu,No,Yes,Teacher,No
Zeleke Tadesse,29,Male,"Kebele 14, Woreda 1, Adama",Conventional Loan,Yes,Yes,Health Worker,No
Wubit Kassaye,35,Female,"Kebele 25, Woreda 1, Harar",Kiya,No,Yes,Farmer,No
Yonas Kidist,52,Male,"Kebele 5, Woreda 3, Bahir Dar",Conventional Loan,No,Yes,Merchant,Yes
Tamirat Tesfaye,41,Male,"Kebele 30, Woreda 8, Shashemene",Michu,Yes,No,Farmer,Yes
Yesuf Kidane,51,Male,"Kebele 11, Woreda 8, Gondar",Michu,Yes,Yes,Student,Yes
Zinash Mekuria,24,Female,"Kebele 13, Woreda 10, Hosaena",Conventional Loan,Yes,Yes,Health Worker,Yes
Shiferaw Habtemariam,53,Male,"Kebele 12, Woreda 10, Hosaena",Michu,Yes,Yes,Health Worker,Yes
Hailemariam Hailu,56,Male,"Kebele 18, Woreda 8, Jimma",Conventional Loan,Yes,Yes,Teacher,Yes
Mahlet Getnet,31,Female,"Kebele 14, Woreda 4, Dilla",Kiya,No,No,Student,Yes
Dawit Sintayehu,31,Female,"Kebele 5, Woreda 3, Dire Dawa",Conventional Loan,No,Yes,Teacher,No
Mamo Wondimu,35,Male,"Kebele 6, Woreda 7, Hosaena",Conventional Loan,No,Yes,Teacher,No
Worku Yohannes,64,Male,"Kebele 4, Woreda 6, Hawassa",Michu,No,No,Employed,No
Banchi Habtamu,32,Female,"Kebele 12, Woreda 2, Asosa",Kiya,Yes,Yes,Health Worker,Yes
Almaz Amare,54,Female,"Kebele 15, Woreda 4, Jimma",Kiya,No,Yes,Student,Yes
Adel Shiferaw,27,Female,"Kebele 23, Woreda 7, Dire Dawa",Kiya,Yes,No,Health Worker,Yes
Zewditu Chalachew,26,Female,"Kebele 3, Woreda 4, Adama",Conventional Loan,No,No,Farmer,No
Fekadu Zegeye,26,Male,"Kebele 25, Woreda 3, Gambela",Conventional Loan,No,No,Employed,Yes
Zebene Bekele,63,Female,"Kebele 25, Woreda 1, Gambela",Kiya,No,No,Employed,Yes
Moges Nigussie,39,Male,"Kebele 24, Woreda 8, Nekemte",Conventional Loan,No,No,Merchant,Yes
Bisrat Amare,27,Female,"Kebele 30, Woreda 4, Dessie",Conventional Loan,Yes,Yes,Merchant,No
Hana Yared,70,Female,"Kebele 21, Woreda 7, Adama",Michu,No,No,Health Worker,Yes
Zemzem Muluken,56,Female,"Kebele 5, Woreda 6, Harar",Conventional Loan,Yes,No,Merchant,No
Marta Tamirat,41,Female,"Kebele 18, Woreda 5, Harar",Michu,No,Yes,Employed,Yes
Daniel Tadese,41,Male,"Kebele 15, Woreda 7, Harar",Conventional Loan,Yes,Yes,Merchant,No
Sewit Wube,57,Female,"Kebele 27, Woreda 9, Hawassa",Michu,No,Yes,Health Worker,Yes
Hewan Hailemariam,37,Female,"Kebele 18, Woreda 4, Hawassa",Conventional Loan,No,No,Merchant,No
Hana Samuel,30,Female,"Kebele 6, Woreda 4, Gambela",Kiya,Yes,Yes,Merchant,No
Milki Geremew,63,Female,"Kebele 19, Woreda 8, Bahir Dar",Conventional Loan,No,Yes,Merchant,No
Fozia Misgana,62,Female,"Kebele 14, Woreda 9, Shashemene",Conventional Loan,No,Yes,Farmer,No
Muluken Mekonnen,62,Male,"Kebele 27, Woreda 5, Sodo",Conventional Loan,No,No,Employed,Yes
Hussen Teshome,22,Male,"Kebele 17, Woreda 9, Dessie",Michu,No,No,Health Worker,No
Berhanu Kassahun,33,Male,"Kebele 13, Woreda 10, Mekelle",Michu,No,No,Employed,Yes
Henok Tariku,35,Male,"Kebele 11, Woreda 2, Hawassa",Conventional Loan,No,No,Merchant,No
Selam Kassaye,60,Female,"Kebele 2, Woreda 6, Dire Dawa",Conventional Loan,Yes,No,Farmer,Yes
Mekdes Endale,43,Female,"Kebele 29, Woreda 7, Debre Berhan",Kiya,Yes,No,Student,Yes
Tsegaye Adamu,45,Male,"Kebele 30, Woreda 3, Nekemte",Michu,No,No,Health Worker,Yes
Mulugeta Yohannes,58,Male,"Kebele 18, Woreda 10, Bahir Dar",Michu,No,No,Merchant,No
Tsion Mamo,60,Female,"Kebele 18, Woreda 4, Dilla",Michu,Yes,Yes,Employed,No
Hawi Sintayehu,21,Female,"Kebele 20, Woreda 5, Gondar",Michu,Yes,No,Health Worker,Yes
Selamawit Sisay,48,Female,"Kebele 24, Woreda 4, Jijiga",Conventional Loan,Yes,Yes,Student,Yes
Eyerusalem Daniel,56,Female,"Kebele 3, Woreda 2, Bahir Dar",Kiya,No,Yes,Merchant,Yes
Zebene Andargachew,37,Female,"Kebele 2, Woreda 2, Asosa",Conventional Loan,Yes,Yes,Employed,Yes
Luwam Tadese,28,Female,"Kebele 27, Woreda 7, Jijiga",Kiya,Yes,Yes,Teacher,No
Dagmawit Hailemariam,47,Female,"Kebele 28, Woreda 2, Arba Minch",Kiya,No,No,Teacher,Yes
Sossina Haile,27,Female,"Kebele 20, Woreda 1, Mekelle",Kiya,Yes,No,Employed,No
Firehiwot Melaku,29,Female,"Kebele 18, Woreda 2, Adama",Kiya,Yes,Yes,Teacher,Yes
Kebede Berhanu,43,Male,"Kebele 16, Woreda 10, Gambela",Conventional Loan,Yes,No,Farmer,No
Birhanu Hailemariam,50,Male,"Kebele 30, Woreda 1, Hosaena",Michu,No,Yes,Teacher,No
Hiwot Muluken,54,Female,"Kebele 30, Woreda 4, Gambela",Michu,No,Yes,Student,Yes
Hana Yilma,52,Female,"Kebele 24, Woreda 2, Jimma",Michu,No,Yes,Employed,Yes
Hiwot Tamrat,41,Female,"Kebele 2, Woreda 1, Harar",Kiya,Yes,Yes,Merchant,Yes
Helina Tamirat,47,Female,"Kebele 1, Woreda 10, Shashemene",Conventional Loan,Yes,No,Student,Yes
Dawit Demelash,38,Female,"Kebele 26, Woreda 7, Hawassa",Michu,No,No,Student,No
Eden Kassahun,39,Female,"Kebele 3, Woreda 6, Hosaena",Kiya,No,No,Health Worker,No
Desalegn Abebe,43,Male,"Kebele 1, Woreda 1, Dessie",Conventional Loan,No,Yes,Teacher,No
Dawit Geremew,40,Male,"Kebele 9, Woreda 9, Hosaena",Conventional Loan,Yes,No,Health Worker,Yes
Dinknesh Mekonnen,39,Female,"Kebele 12, Woreda 5, Asosa",Kiya,Yes,Yes,Student,Yes
Senait Abebe,67,Female,"Kebele 2, Woreda 2, Arba Minch",Michu,Yes,No,Teacher,Yes
Tilahun Yonas,31,Male,"Kebele 17, Woreda 10, Shashemene",Conventional Loan,Yes,Yes,Health Worker,Yes
Ermias Nigussie,24,Male,"Kebele 7, Woreda 2, Asosa",Conventional Loan,Yes,Yes,Employed,Yes
Mihret Mamo,19,Female,"Kebele 28, Woreda 2, Arba Minch",Michu,Yes,No,Merchant,No
Tebarek Mitiku,57,Female,"Kebele 14, Woreda 2, Dilla",Michu,No,Yes,Student,No
Genet Kebede,47,Female,"Kebele 14, Woreda 6, Bahir Dar",Conventional Loan,Yes,Yes,Student,Yes
Abebech Geremew,70,Female,"Kebele 2, Woreda 3, Adama",Kiya,No,Yes,Merchant,Yes
Atikilt Misgana,53,Female,"Kebele 18, Woreda 10, Adama",Michu,No,No,Merchant,Yes
Yewbdar Desalegn,27,Female,"Kebele 26, Woreda 8, Harar",Michu,Yes,Yes,Student,No
Sara Nega,64,Female,"Kebele 17, Woreda 2, Jimma",Michu,No,Yes,Student,No
Getahun Demeke,51,Male,"Kebele 16, Woreda 7, Dilla",Michu,No,No,Farmer,No
Binyam Yonas,22,Male,"Kebele 16, Woreda 5, Dire Dawa",Conventional Loan,Yes,No,Health Worker,Yes
Birhanu Hailu,52,Male,"Kebele 9, Woreda 8, Bahir Dar",Conventional Loan,No,No,Student,Yes
Zebiba Amare,25,Female,"Kebele 22, Woreda 10, Mekelle",Conventional Loan,Yes,Yes,Teacher,Yes
Kassahun Tadesse,46,Male,"Kebele 21, Woreda 1, Asosa",Michu,Yes,Yes,Student,No
Yewbdar Tesfu,37,Female,"Kebele 21, Woreda 3, Gondar",Michu,No,Yes,Student,No
Abebech Zeleke,47,Female,"Kebele 28, Woreda 2, Bahir Dar",Conventional Loan,No,No,Teacher,No
Zewdu Andargachew,67,Male,"Kebele 28, Woreda 10, Asosa",Conventional Loan,No,No,Student,No
Mengistu Tamirat,19,Male,"Kebele 11, Woreda 10, Asosa",Conventional Loan,No,No,Merchant,No
Yared Dawit,55,Male,"Kebele 18, Woreda 3, Harar",Michu,Yes,No,Merchant,Yes
Tigist Demelash,46,Female,"Kebele 24, Woreda 10, Adama",Conventional Loan,No,No,Employed,Yes
Amel Redae,62,Female,"Kebele 22, Woreda 2, Arba Minch",Conventional Loan,Yes,No,Merchant,No
Getachew Selamawit,50,Male,"Kebele 8, Woreda 5, Debre Berhan",Michu,Yes,Yes,Student,No
Tsion Zegeye,64,Female,"Kebele 3, Woreda 10, Dire Dawa",Michu,No,Yes,Employed,Yes
Alemnesh Demelash,68,Female,"Kebele 23, Woreda 6, Jijiga",Conventional Loan,Yes,No,Employed,No
Tamrat Fekadu,64,Male,"Kebele 2, Woreda 4, Dessie",Conventional Loan,No,Yes,Teacher,Yes
Ayisha Getachew,63,Female,"Kebele 13, Woreda 10, Sodo",Michu,Yes,No,Employed,Yes
Tena Demelash,67,Female,"Kebele 27, Woreda 8, Asosa",Michu,No,Yes,Merchant,No
Luwam Nigussie,47,Female,"Kebele 1, Woreda 9, Arba Minch",Kiya,Yes,Yes,Farmer,No
Biruk Eyob,70,Male,"Kebele 16, Woreda 10, Dilla",Conventional Loan,No,Yes,Teacher,Yes
Ermias Dawit,22,Male,"Kebele 2, Woreda 3, Arba Minch",Michu,No,Yes,Farmer,Yes
Zufan Amare,19,Female,"Kebele 13, Woreda 3, Arba Minch",Conventional Loan,Yes,Yes,Teacher,Yes
Hawi Solomon,43,Female,"Kebele 21, Woreda 10, Hosaena",Conventional Loan,Yes,Yes,Merchant,No
Getahun Getnet,63,Male,"Kebele 23, Woreda 1, Arba Minch",Conventional Loan,No,No,Farmer,Yes
Selam Hailemariam,44,Female,"Kebele 30, Woreda 6, Gondar",Kiya,Yes,Yes,Employed,No
Getnet Dawit,31,Male,"Kebele 14, Woreda 10, Dilla",Michu,Yes,No,Merchant,No
Bekele Leul,21,Male,"Kebele 28, Woreda 5, Shashemene",Conventional Loan,Yes,Yes,Employed,Yes
Geremew Kidane,70,Male,"Kebele 12, Woreda 6, Bahir Dar",Conventional Loan,No,No,Employed,Yes
Lulit Mulugeta,64,Female,"Kebele 10, Woreda 8, Nekemte",Kiya,Yes,Yes,Health Worker,Yes
Daniel Tilahun,23,Male,"Kebele 27, Woreda 8, Harar",Michu,Yes,No,Teacher,Yes
Magi Kidane,68,Female,"Kebele 1, Woreda 7, Jijiga",Conventional Loan,No,No,Teacher,No
Binyam Tadesse,51,Male,"Kebele 30, Woreda 4, Gambela",Conventional Loan,Yes,Yes,Student,No
Getnet Samuel,24,Male,"Kebele 12, Woreda 7, Hosaena",Conventional Loan,No,Yes,Teacher,No
Magi Kassaye,36,Female,"Kebele 8, Woreda 8, Hosaena",Kiya,No,No,Health Worker,Yes
Eden Merid,21,Female,"Kebele 18, Woreda 3, Dessie",Michu,Yes,No,Employed,Yes
Abiyot Demelash,53,Male,"Kebele 15, Woreda 7, Nekemte",Conventional Loan,No,Yes,Student,Yes
Adel Andargachew,59,Female,"Kebele 4, Woreda 3, Jimma",Conventional Loan,No,Yes,Farmer,No
Gebru Eshetu,41,Male,"Kebele 16, Woreda 5, Debre Berhan",Conventional Loan,No,Yes,Health Worker,Yes
Tigist Melaku,40,Female,"Kebele 28, Woreda 8, Jimma",Michu,No,No,Health Worker,Yes
Sifan Getahun,56,Female,"Kebele 29, Woreda 3, Shashemene",Michu,Yes,No,Merchant,No
Melaku Dawit,50,Male,"Kebele 26, Woreda 6, Jimma",Michu,No,Yes,Farmer,No
Yewbdar Gebru,56,Female,"Kebele 12, Woreda 6, Adama",Kiya,No,Yes,Student,No
Gebeyehu Demelash,47,Male,"Kebele 24, Woreda 5, Sodo",Conventional Loan,No,No,Teacher,No
Mahlet Tariku,63,Female,"Kebele 10, Woreda 4, Debre Berhan",Michu,No,No,Student,Yes
Dinknesh Nebiyu,55,Female,"Kebele 25, Woreda 8, Dire Dawa",Conventional Loan,No,No,Employed,No
Hawi Melaku,31,Female,"Kebele 23, Woreda 7, Shashemene",Michu,No,No,Employed,Yes
Gebeyehu Hailemariam,35,Male,"Kebele 3, Woreda 2, Dire Dawa",Michu,No,Yes,Teacher,No
Sewit Demelash,65,Female,"Kebele 18, Woreda 9, Debre Markos",Michu,Yes,Yes,Employed,Yes
Mihret Gizachew,27,Female,"Kebele 10, Woreda 1, Jimma",Conventional Loan,Yes,Yes,Teacher,No
Amel Tadese,52,Female,"Kebele 12, Woreda 10, Debre Markos",Conventional Loan,Yes,No,Employed,No
Banchi Yesuf,42,Female,"Kebele 9, Woreda 6, Asosa",Conventional Loan,No,Yes,Farmer,No
Birhanu Demeke,52,Male,"Kebele 17, Woreda 1, Jijiga",Conventional Loan,Yes,No,Merchant,Yes
Hiwot Abraham,41,Female,"Kebele 28, Woreda 8, Jimma",Conventional Loan,Yes,Yes,Student,No
Magi Desalegn,70,Female,"Kebele 1, Woreda 7, Bahir Dar",Michu,Yes,No,Merchant,No
Eshetu Tadese,54,Male,"Kebele 10, Woreda 9, Dire Dawa",Michu,Yes,No,Student,Yes
Zeleke Demelash,63,Male,"Kebele 7, Woreda 1, Hawassa",Michu,No,No,Employed,No
Tesfaye Hussen,68,Male,"Kebele 12, Woreda 4, Sodo",Conventional Loan,No,No,Teacher,No
Hewan Wolde,63,Female,"Kebele 21, Woreda 5, Hawassa",Michu,No,Yes,Health Worker,Yes
Muluken Mulugeta,64,Male,"Kebele 28, Woreda 4, Mekelle",Michu,Yes,No,Health Worker,Yes
Zewditu Redae,46,Female,"Kebele 22, Woreda 4, Hawassa",Kiya,Yes,Yes,Teacher,Yes
Sossina Negusu,60,Female,"Kebele 22, Woreda 3, Debre Markos",Conventional Loan,No,Yes,Merchant,No
Ayisha Demelash,18,Female,"Kebele 17, Woreda 10, Hawassa",Michu,Yes,No,Farmer,No
Hana Teshome,55,Female,"Kebele 9, Woreda 6, Jijiga",Kiya,Yes,Yes,Student,Yes
Tena Kebede,69,Female,"Kebele 29, Woreda 2, Debre Berhan",Conventional Loan,Yes,Yes,Teacher,Yes
Sifan Asnake,33,Female,"Kebele 8, Woreda 3, Gambela",Michu,No,Yes,Student,Yes
Abraham Tilahun,18,Male,"Kebele 10, Woreda 3, Sodo",Conventional Loan,No,Yes,Merchant,Yes
Yonas Teshome,48,Male,"Kebele 16, Woreda 6, Hawassa",Michu,No,No,Student,Yes
Atikilt Getahun,37,Female,"Kebele 25, Woreda 6, Gambela",Kiya,Yes,Yes,Teacher,No
Mekuria Biruk,50,Male,"Kebele 9, Woreda 7, Gondar",Michu,Yes,Yes,Merchant,No
Abebe Negusu,28,Male,"Kebele 21, Woreda 3, Asosa",Conventional Loan,Yes,Yes,Teacher,No
Moges Yohannes,63,Male,"Kebele 21, Woreda 2, Mekelle",Michu,Yes,No,Employed,No
Feven Dawit,44,Female,"Kebele 1, Woreda 9, Bahir Dar",Conventional Loan,No,Yes,Health Worker,Yes
Rediet Yohannes,52,Female,"Kebele 1, Woreda 7, Jimma",Kiya,Yes,No,Employed,No
Solomon Shiferaw,45,Male,"Kebele 14, Woreda 10, Bahir Dar",Michu,No,No,Merchant,No
Hana Wondimu,38,Female,"Kebele 2, Woreda 6, Sodo",Michu,No,No,Employed,No
Yeshi Tsegaye,58,Female,"Kebele 29, Woreda 8, Harar",Conventional Loan,No,Yes,Health Worker,No
Geremew Mekonnen,45,Male,"Kebele 23, Woreda 5, Harar",Conventional Loan,Yes,No,Farmer,No
Yilma Zeleke,63,Male,"Kebele 6, Woreda 5, Hosaena",Michu,Yes,Yes,Health Worker,No
Berhanu Sisay,44,Male,"Kebele 30, Woreda 5, Dire Dawa",Conventional Loan,Yes,No,Health Worker,No
Ruth Misgana,18,Female,"Kebele 7, Woreda 9, Mekelle",Conventional Loan,Yes,No,Merchant,No
Yemane Adamu,45,Male,"Kebele 21, Woreda 1, Sodo",Michu,Yes,No,Teacher,No
Adamu Mekuria,51,Male,"Kebele 8, Woreda 6, Debre Markos",Michu,Yes,No,Employed,No
Gelila Andargachew,27,Female,"Kebele 28, Woreda 5, Shashemene",Kiya,No,No,Teacher,Yes
Lulit Yesuf,56,Female,"Kebele 5, Woreda 6, Hawassa",Michu,No,Yes,Employed,No
Mulu Fekadu,60,Female,"Kebele 28, Woreda 9, Mekelle",Conventional Loan,Yes,Yes,Employed,Yes
Yesuf Shiferaw,26,Male,"Kebele 7, Woreda 2, Debre Berhan",Michu,Yes,Yes,Teacher,No
Emebet Fekadu,30,Female,"Kebele 22, Woreda 3, Dilla",Conventional Loan,No,No,Student,No
Alem Nigussie,36,Female,"Kebele 1, Woreda 7, Asosa",Conventional Loan,No,Yes,Health Worker,Yes
Samuel Zeleke,35,Male,"Kebele 16, Woreda 7, Nekemte",Michu,No,No,Teacher,No
Binyam Yonas,20,Male,"Kebele 29, Woreda 5, Harar",Conventional Loan,Yes,No,Teacher,No
Girma Solomon,52,Male,"Kebele 5, Woreda 10, Debre Berhan",Michu,No,Yes,Farmer,No
Yesuf Merid,31,Male,"Kebele 27, Woreda 8, Arba Minch",Conventional Loan,No,Yes,Farmer,Yes
Getnet Bereket,55,Male,"Kebele 12, Woreda 2, Debre Markos",Michu,Yes,Yes,Farmer,Yes
Hawi Girma,62,Female,"Kebele 23, Woreda 5, Harar",Kiya,No,No,Student,No
Dawit Shiferaw,26,Female,"Kebele 9, Woreda 6, Mekelle",Michu,No,Yes,Farmer,No
